id,name,symbol,rank,price_usd,price_btc,24h_volume_usd,market_cap_usd,available_supply,total_supply,max_supply,percent_change_1h,percent_change_24h,percent_change_7d,last_updated
achain,Achain,ACT,113,0.174367,0.00002593,4071160.0,80762025.0,463172645.0,1000000000.0,1000000000.0,0.12,-5.65,-13.99,1523347753
vertcoin,Vertcoin,VTC,114,1.84425,0.00027422,987290.0,80621758.0,43715200.0,43715200.0,84000000.0,-0.72,-7.55,-6.61,1523347743
poa-network,POA Network,POA,115,0.394867,0.00005871,7966090.0,80535733.0,203956606.0,254448766.0,,-1.12,-13.4,7.44,1523347760
decentraland,Decentraland,MANA,116,0.0756517,0.00001125,9009300.0,79444990.0,1050141509.0,2644403343.0,,1.33,0.52,4.23,1523347753
matrix-ai-network,Matrix AI Network,MAN,117,0.527586,0.00007845,263103.0,79137900.0,150000000.0,250000000.0,1000000000.0,0.29,-9.22,-1.91,1523347760
civic,Civic,CVC,118,0.229322,0.00003410,11515800.0,78588642.0,342699966.0,1000000000.0,,0.58,3.18,8.0,1523347751
dropil,Dropil,DROP,119,0.00416808,0.00000062,12813.5,75765266.0,18177498091.0,30000000000.0,,-0.12,-6.64,-21.03,1523347761
gamecredits,GameCredits,GAME,120,1.15776,0.00017215,1051720.0,74508052.0,64355352.0,64355352.0,84000000.0,0.04,0.27,3.19,1523347744
nuls,Nuls,NULS,121,1.81819,0.00027035,7086850.0,72727600.0,40000000.0,40000000.0,,0.42,-10.91,-11.22,1523347755
smartcash,SmartCash,SMART,122,0.0829793,0.00001234,78165.2,72130971.0,869264631.0,1470308910.0,5000000000.0,-0.96,-9.09,7.98,1523347752
enjin-coin,Enjin Coin,ENJ,123,0.0951596,0.00001415,10071600.0,71958979.0,756192535.0,1000000000.0,,-0.23,-7.98,-5.88,1523347755
metal,Metal,MTL,124,3.16657,0.00047084,10662400.0,70748977.0,22342464.0,66588888.0,,-0.03,-7.46,-15.32,1523347751
blocknet,Blocknet,BLOCK,125,13.8802,0.00206384,1107400.0,70677066.0,5091934.0,5091934.0,,-0.65,-2.93,-3.19,1523347743
minexcoin,MinexCoin,MNX,126,19.5524,0.00290724,73716.2,70344470.0,3597741.0,5808330.0,19000000.0,-0.99,-7.42,-14.13,1523347755
credits,Credits,CS,127,0.506408,0.00007530,4253810.0,69161853.0,136573382.0,249471071.0,,-0.16,-13.2,-19.32,1523347760
quantstamp,Quantstamp,QSP,128,0.110567,0.00001644,12244300.0,68254576.0,617314171.0,976442388.0,,1.66,1.77,4.9,1523347756
singularitynet,SingularityNET,AGI,129,0.126409,0.00001880,636799.0,67933990.0,537414184.0,1000000000.0,,-0.01,-9.35,3.05,1523347759
monaco,Monaco,MCO,130,5.0915,0.00075706,7515070.0,67236018.0,13205542.0,31587682.0,,-0.23,-3.6,-1.98,1523347751
rlc,iExec RLC,RLC,131,0.834671,0.00012411,2577890.0,66832769.0,80070793.0,86999785.0,,0.29,-4.89,-6.68,1523347749
time-new-bank,Time New Bank,TNB,132,0.027881,0.00000415,2903600.0,65851518.0,2361877892.0,5541877892.0,,-0.42,-7.51,-2.95,1523347757
gnosis-gno,Gnosis,GNO,133,58.7595,0.00873697,405393.0,64905156.0,1104590.0,10000000.0,,0.03,-7.76,-1.6,1523347749
oyster,Oyster,PRL,134,0.807612,0.00012008,667319.0,62967025.0,77966926.0,98592692.0,,-0.59,-4.83,-10.91,1523347756
ubiq,Ubiq,UBQ,135,1.56064,0.00023205,1788160.0,62956696.0,40340307.0,40340307.0,,3.04,6.87,9.29,1523347743
sirin-labs-token,SIRIN LABS Token,SRN,136,0.270878,0.00004028,7866100.0,62100956.0,229258029.0,573145073.0,,-0.2,-11.15,13.35,1523347758
poet,Po.et,POE,137,0.0274472,0.00000408,2203680.0,61946139.0,2256920162.0,3141592653.0,,0.75,-6.94,-0.19,1523347753
aragon,Aragon,ANT,138,2.33751,0.00034756,1094440.0,61607913.0,26356214.0,39609524.0,,0.87,-8.75,-3.25,1523347750
bitcore,Bitcore,BTX,139,4.59703,0.00068353,928409.0,61448781.0,13367061.0,16900559.0,21000000.0,1.73,-9.63,-16.97,1523347750
genesis-vision,Genesis Vision,GVT,140,16.4701,0.00244894,7815060.0,61380454.0,3726781.0,4436644.0,,0.3,-9.1,-19.81,1523347756
cube,Cube,AUTO,141,0.00977923,0.00000145,1400610.0,61364081.0,6274940000.0,7200000000.0,,1.0,-11.72,-14.73,1523347761
raiden-network-token,Raiden Network Token,RDN,142,1.19998,0.00017842,5461270.0,60201720.0,50168936.0,100000000.0,,-0.17,-7.36,-8.35,1523347756
ignis,Ignis,IGNIS,143,0.0787051,0.00001170,1531850.0,59905911.0,761143950.0,999449694.0,999449694.0,-0.44,-4.96,-0.68,1523347757
theta-token,Theta Token,THETA,144,0.101793,0.00001514,8069890.0,59862807.0,588083732.0,1000000000.0,,0.12,-5.5,-11.98,1523347759
santiment,Santiment Network Token,SAN,145,0.9381,0.00013949,762381.0,58781694.0,62660371.0,83337000.0,,-0.5,-5.71,-7.74,1523347753
bitcoindark,BitcoinDark,BTCD,146,43.5237,0.00647155,99405.0,56096051.0,1288862.0,1288862.0,,0.14,-5.43,-10.48,1523347744
deepbrain-chain,DeepBrain Chain,DBC,147,0.0367315,0.00000546,2121270.0,55097250.0,1500000000.0,10000000000.0,10000000000.0,0.17,-5.74,-9.05,1523347757
dynamic-trading-rights,Dynamic Trading Rights,DTR,148,0.0450028,0.00000669,33470.4,53518633.0,1189228953.0,3750000000.0,,-2.74,-4.03,-24.24,1523347758
paypex,Paypex,PAYX,149,0.774029,0.00011509,13979.0,52965766.0,68428658.0,150000000.0,,1.0,-8.16,52.74,1523347757
arcblock,Arcblock,ABT,150,0.562405,0.00008362,14584400.0,52349069.0,93080732.0,186000000.0,,-0.53,-5.3,0.59,1523347760
paypie,PayPie,PPP,151,0.634301,0.00009431,32261.0,52329833.0,82500000.0,165000000.0,165000000.0,-1.43,-4.99,-15.0,1523347754
thekey,THEKEY,TKY,152,0.014316,0.00000213,667720.0,52034779.0,3634728910.0,10000000000.0,,0.04,-7.87,-1.82,1523347760
nav-coin,NavCoin,NAV,153,0.826902,0.00012295,2006990.0,51838032.0,62689450.0,62689450.0,,-0.52,-7.07,-5.29,1523347743
digitalnote,DigitalNote,XDN,154,0.00744279,0.00000111,2199000.0,51346027.0,6898760747.0,6898760747.0,,-0.31,-5.2,1.53,1523347743
pillar,Pillar,PLR,155,0.225573,0.00003354,46921.4,51291871.0,227384800.0,800000000.0,,-2.02,-5.68,-8.63,1523347752
loom-network,Loom Network,LOOM,156,0.107574,0.00001600,275205.0,50960512.0,473725173.0,1000000000.0,,-1.32,-9.93,4.65,1523347761
cybermiles,CyberMiles,CMT,157,0.0796926,0.00001185,11950400.0,50515527.0,633879774.0,1000000000.0,,-0.33,-0.53,0.21,1523347757
mithril,Mithril,MITH,158,0.165772,0.00002465,14967200.0,49836355.0,300631923.0,1000000000.0,,1.36,-19.61,-58.37,1523347761
blockv,BLOCKv,VEE,159,0.0322113,0.00000479,1177300.0,49329477.0,1531433921.0,3646271241.0,,-1.28,-0.2,7.17,1523347757
dew,DEW,DEW,160,0.473415,0.00007039,46619.3,48877520.0,103244553.0,200000000.0,,0.68,-4.83,-11.51,1523347758
bluzelle,Bluzelle,BLZ,161,0.296197,0.00004404,4042460.0,48872505.0,165000000.0,500000000.0,,-1.28,-2.45,-3.18,1523347760
envion,Envion,EVN,162,0.445278,0.00006621,76126.3,47863921.0,107492220.0,127425494.0,,0.07,-1.89,1.01,1523347760
gifto,Gifto,GTO,163,0.171012,0.00002543,708552.0,47694799.0,278897381.0,1000000000.0,,-0.31,-5.73,-6.64,1523347758
salus,SaluS,SLS,164,46.2181,0.00687218,3504610.0,46697100.0,1010364.0,1010364.0,,-0.76,-6.12,4.68,1523347746
ion,ION,ION,165,2.2648,0.00033675,535406.0,46671483.0,20607331.0,26507331.0,,0.12,-7.9,3.74,1523347747
asch,Asch,XAS,166,0.499216,0.00007423,850702.0,46604475.0,93355331.0,114855331.0,,1.55,10.18,-3.91,1523347749
smartmesh,SmartMesh,SMT,167,0.0327665,0.00000487,5056670.0,46322548.0,1413716694.0,3141592653.0,,0.45,-3.77,-0.23,1523347757
streamr-datacoin,Streamr DATAcoin,DATA,168,0.0673916,0.00001002,589375.0,45634526.0,677154514.0,987154514.0,,-1.25,-0.01,35.34,1523347756
scryinfo,Scry.info,DDD,169,0.151406,0.00002251,594370.0,45430424.0,300056960.0,1000000000.0,,0.16,-7.53,1.63,1523347759
iot-chain,IoT Chain,ITC,170,0.924359,0.00013744,6977540.0,44926499.0,48602869.0,100000000.0,,-0.49,-8.75,11.89,1523347757
medibloc,MediBloc,MED,171,0.0150213,0.00000223,343472.0,44558945.0,2966384100.0,4097545844.0,10000000000.0,-0.53,-6.74,-4.23,1523347757
ripio-credit-network,Ripio Credit Network,RCN,172,0.0908847,0.00001351,9319240.0,44445621.0,489033040.0,999942647.0,,-1.22,-16.15,5.52,1523347756
quantum-resistant-ledger,Quantum Resistant Ledger,QRL,173,0.853582,0.00012692,347156.0,44386264.0,52000000.0,65000000.0,105000000.0,0.93,-1.31,-2.94,1523347750
telcoin,Telcoin,TEL,174,0.00154675,0.00000023,221229.0,44052480.0,28480672380.0,100000000000,,2.61,-0.67,-10.67,1523347759
ruff,Ruff,RUFF,175,0.0522204,0.00000776,6394630.0,43436929.0,831800000.0,1790300000.0,,-0.14,-4.96,-2.21,1523347759
bibox-token,Bibox Token,BIX,176,0.410035,0.00006097,291708.0,43430114.0,105918066.0,271520349.0,,-0.36,-9.21,-7.33,1523347757
ethlend,ETHLend,LEND,177,0.0395184,0.00000588,614290.0,42922234.0,1086132884.0,1299999942.0,,0.04,-7.74,-10.69,1523347757
adx-net,AdEx,ADX,178,0.584205,0.00008687,8042380.0,42898583.0,73430701.0,100000000.0,100000000.0,-0.03,-5.76,-6.47,1523347751
edgeless,Edgeless,EDG,179,0.515896,0.00007671,728377.0,42327356.0,82046297.0,132046997.0,,-0.32,-7.62,-0.62,1523347750
eidoo,Eidoo,EDO,180,1.43898,0.00021396,5413490.0,42106658.0,29261461.0,90208328.0,,-0.15,-8.62,-14.65,1523347755
pura,Pura,PURA,181,0.242719,0.00003609,2846210.0,42084522.0,173387834.0,180170328.0,350000000.0,0.41,-9.02,4.91,1523347744
ost,OST,OST,182,0.136193,0.00002025,2612730.0,41629777.0,305667520.0,800000000.0,,-0.92,-7.44,-5.75,1523347758
groestlcoin,Groestlcoin,GRS,183,0.581302,0.00008643,5768210.0,40576294.0,69802434.0,69802434.0,105000000.0,-2.05,-14.08,-9.97,1523347742
data,DATA,DTA,184,0.00855578,0.00000127,6239680.0,39480614.0,4614496186.0,11500000000.0,,0.37,-6.83,-1.3,1523347759
c20,CRYPTO20,C20,185,0.992746,0.00014761,752167.0,39312882.0,39600141.0,40656082.0,,0.11,-3.0,-7.23,1523347759
peercoin,Peercoin,PPC,186,1.5692,0.00023332,331309.0,38763576.0,24702763.0,24702763.0,,0.19,-5.83,-3.73,1523347740
bridgecoin,BridgeCoin,BCO,187,1.424,0.00021174,53369.1,38448000.0,27000000.0,27000000.0,27000000.0,0.3,-16.43,-23.22,1523347754
sonm,SONM,SNM,188,0.106743,0.00001587,969233.0,38384783.0,359600000.0,444000000.0,,-0.14,-8.19,-0.47,1523347750
sophiatx,SophiaTX,SPHTX,189,0.199066,0.00002960,123669.0,38186566.0,191828668.0,350000000.0,,0.46,-8.74,-8.82,1523347758
bitbay,BitBay,BAY,190,0.0377261,0.00000561,1079400.0,38150860.0,1011259046.0,1011259046.0,,1.6,-3.96,0.35,1523347743
feathercoin,Feathercoin,FTC,191,0.192753,0.00002866,161716.0,38022958.0,197262600.0,197262600.0,336000000.0,0.14,-6.02,0.6,1523347740
amber,Ambrosus,AMB,192,0.261933,0.00003895,346357.0,37873148.0,144590975.0,361477438.0,,1.82,-7.44,-9.53,1523347755
district0x,district0x,DNT,193,0.0627358,0.00000933,11565200.0,37641480.0,600000000.0,1000000000.0,,3.06,11.42,13.51,1523347752
